Topic,Words,Frequency,Timestamp,Name
62,"detenido, terrassa, yihadista, yihadistas, marroquí",27,2023,62_detenido_yihadistas_yihadista_palmas
63,"to, couples, for, irlanda, as",1,2023,63_irlanda_matrimonio_referéndum_dublín
64,"acoso, jóvenes, escolar, colegio, alumnos",11,2023,64_acoso_ciento_jóvenes_escolar
65,"metro, barcelona, agresión, metro barcelona, agredida",9,2023,65_metro_agresión_barcelona_guardia urba...
66,"belarra, trans, mitin, transfobia, mujer",21,2023,66_trans_transgénero_mujer_belarra
67,"papa, francisco, iglesia, pontífice, fe",12,2023,67_papa_francisco_pontífice_plasencia
68,"electoral, junta electoral, lona, junta, electoral zona",50,2023,68_electoral_junta electoral_lona_junta
69,"líbano, barbie, brunéi, película, estreno",8,2023,69_brunéi_sultán_lapidación_adulterio
70,"concierto, orgullo, plaza, junio, madrid",28,2023,70_concierto_orgullo_madrid_plaza
71,"pecado, papa, francisco, delito, católica",49,2023,71_pecado_papa_francisco_delito
72,"multa, euros, pastos, pac, junta",10,2023,72_terapias_euros_multa_coach
73,"duval, sumar, feminismo, escritora, candidatura",33,2023,73_duval_sumar_chicago_feminismo
74,"identidades, homosexualidad, peter, movimientos, libro",3,2023,74_homosexualidad_terapia_libro_em
75,"contado, albacete, actor, pueblo, actor porno",41,2023,75_actor_contado_silvestre_pueblo
76,"courage, toledo, archidiócesis, manual, familiares",27,2023,76_courage_animales_toledo_archidiócesis
77,"bandera, ayuntamiento, arcoíris, lgtbi, orgullo",36,2023,77_bandera_ayuntamiento_lgtbi_arcoíris
78,"gay games, games, gay, badenas, juegos",41,2023,78_gay games_games_gay_juegos
79,"aranda, contratos, fuentes, tenerife, dedo",2,2023,79_colegios_vox_información_formativas
80,"españoles, iglesias, rodó, países, proporción",37,2023,80_españoles_iglesias_rodó_países
81,"paloma río, río, gimnasia, paloma, rítmica",20,2023,81_paloma río_río_gimnasia_paloma
82,"modelo, marca, secret, modelos, victoria",6,2023,82_modelo_secret_marca_victoria
83,"tve, orgullo, generales, elecciones generales, rufián",8,2023,83_madrid_cogam_orgullo_ciudadanos
