Comunidades autónomas,Tipología penal,Ámbito,Calificación,periodo,Total
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2022,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2021,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2020,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2019,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2018,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2016,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2015,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2024,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2023,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2022,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2021,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2020,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2019,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2018,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2017,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2016,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2015,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,RACISMO/XENOFOBIA,TOTAL calificación,2014,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2024,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2023,4.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2022,1.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2021,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2020,1.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2019,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2018,1.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2016,4.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2015,3.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. PENALES,2014,22.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2024,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2023,4.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2022,1.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2021,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2020,1.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2019,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2018,1.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2017,0.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2016,4.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2015,3.0
TOTAL NACIONAL,CORRUPCIÓN DE MENORES/CON DISCAPACIDAD/DIVERSIDAD FUNCIONAL,TOTAL ámbitos,TOTAL calificación,2014,22.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTIGITANISMO,TOTAL calificación,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,ANTISEMITISMO,TOTAL calificación,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2022,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2021,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2020,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2019,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2018,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2017,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2016,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2015,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,APOROFOBIA,TOTAL calificación,2014,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2024,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2023,0.0
TOTAL NACIONAL,CREAR GRAVE RIESGO PARA LA CIRCULACIÓN,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2022,0.0
