comunidad,año,ambito,delitos
Baleares,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Baleares,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Baleares,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Baleares,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Baleares,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Baleares,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Baleares,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Baleares,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Baleares,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,5
Baleares,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Baleares,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,8
Baleares,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Baleares,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,6
Baleares,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Baleares,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Baleares,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Baleares,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,4
Baleares,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,5
Baleares,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Baleares,2024,IDEOLOGIA,2
Baleares,2023,IDEOLOGIA,11
Baleares,2022,IDEOLOGIA,1
Baleares,2021,IDEOLOGIA,3
Baleares,2020,IDEOLOGIA,6
Baleares,2019,IDEOLOGIA,8
Baleares,2018,IDEOLOGIA,7
Baleares,2017,IDEOLOGIA,9
Baleares,2016,IDEOLOGIA,3
Baleares,2015,IDEOLOGIA,2
Baleares,2014,IDEOLOGIA,0
Baleares,2024,ISLAMOFOBIA,1
Baleares,2023,ISLAMOFOBIA,0
Baleares,2022,ISLAMOFOBIA,0
Baleares,2021,ISLAMOFOBIA,0
Baleares,2020,ISLAMOFOBIA,0
Baleares,2019,ISLAMOFOBIA,0
Baleares,2018,ISLAMOFOBIA,0
Baleares,2017,ISLAMOFOBIA,0
Baleares,2016,ISLAMOFOBIA,0
Baleares,2015,ISLAMOFOBIA,0
Baleares,2014,ISLAMOFOBIA,0
Baleares,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,11
Baleares,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,9
Baleares,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,2
Baleares,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,10
Baleares,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Baleares,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,1
Baleares,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,6
Baleares,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,1
Baleares,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,4
Baleares,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,4
Baleares,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,41
Baleares,2024,RACISMO/XENOFOBIA,26
Baleares,2023,RACISMO/XENOFOBIA,29
Baleares,2022,RACISMO/XENOFOBIA,25
Baleares,2021,RACISMO/XENOFOBIA,32
Baleares,2020,RACISMO/XENOFOBIA,12
Baleares,2019,RACISMO/XENOFOBIA,20
Baleares,2018,RACISMO/XENOFOBIA,13
Baleares,2017,RACISMO/XENOFOBIA,7
Baleares,2016,RACISMO/XENOFOBIA,7
Baleares,2015,RACISMO/XENOFOBIA,5
Baleares,2014,RACISMO/XENOFOBIA,11
Baleares,2024,TOTAL ámbitos,51
Baleares,2023,TOTAL ámbitos,57
Baleares,2022,TOTAL ámbitos,39
Baleares,2021,TOTAL ámbitos,56
Baleares,2020,TOTAL ámbitos,29
Baleares,2019,TOTAL ámbitos,38
Baleares,2018,TOTAL ámbitos,30
Baleares,2017,TOTAL ámbitos,21
Baleares,2016,TOTAL ámbitos,25
Baleares,2015,TOTAL ámbitos,25
Baleares,2014,TOTAL ámbitos,60
Canarias,2024,ANTIGITANISMO,0
Canarias,2023,ANTIGITANISMO,0
Canarias,2022,ANTIGITANISMO,0
Canarias,2021,ANTIGITANISMO,0
Canarias,2020,ANTIGITANISMO,0
Canarias,2019,ANTIGITANISMO,0
Canarias,2018,ANTIGITANISMO,0
Canarias,2017,ANTIGITANISMO,0
Canarias,2016,ANTIGITANISMO,0
Canarias,2015,ANTIGITANISMO,0
Canarias,2014,ANTIGITANISMO,0
Canarias,2024,ANTISEMITISMO,0
Canarias,2023,ANTISEMITISMO,0
Canarias,2022,ANTISEMITISMO,0
Canarias,2021,ANTISEMITISMO,0
Canarias,2020,ANTISEMITISMO,0
Canarias,2019,ANTISEMITISMO,0
Canarias,2018,ANTISEMITISMO,1
Canarias,2017,ANTISEMITISMO,0
Canarias,2016,ANTISEMITISMO,0
Canarias,2015,ANTISEMITISMO,0
Canarias,2014,ANTISEMITISMO,1
Canarias,2024,APOROFOBIA,1
Canarias,2023,APOROFOBIA,1
Canarias,2022,APOROFOBIA,1
Canarias,2021,APOROFOBIA,2
Canarias,2020,APOROFOBIA,0
Canarias,2019,APOROFOBIA,0
Canarias,2018,APOROFOBIA,1
Canarias,2017,APOROFOBIA,0
Canarias,2016,APOROFOBIA,0
Canarias,2015,APOROFOBIA,0
Canarias,2014,APOROFOBIA,1
Canarias,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Canarias,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Canarias,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Canarias,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Canarias,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Canarias,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Canarias,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Canarias,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Canarias,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Canarias,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Canarias,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Canarias,2024,DISFOBIA,0
Canarias,2023,DISFOBIA,1
Canarias,2022,DISFOBIA,1
Canarias,2021,DISFOBIA,0
Canarias,2020,DISFOBIA,1
Canarias,2019,DISFOBIA,3
Canarias,2018,DISFOBIA,1
Canarias,2017,DISFOBIA,0
Canarias,2016,DISFOBIA,8
Canarias,2015,DISFOBIA,20
Canarias,2014,DISFOBIA,7
Canarias,2024,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2023,DISCRIMINACIÓN GENERACIONAL,1
Canarias,2022,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2021,DISCRIMINACIÓN GENERACIONAL,1
Canarias,2020,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2019,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2018,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2017,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2016,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2015,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2014,DISCRIMINACIÓN GENERACIONAL,0
Canarias,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Canarias,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Canarias,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Canarias,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Canarias,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,8
Canarias,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,7
Canarias,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,4
Canarias,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,7
Canarias,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Canarias,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,4
Canarias,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Canarias,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Canarias,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Canarias,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Canarias,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Canarias,2024,IDEOLOGIA,2
Canarias,2023,IDEOLOGIA,0
Canarias,2022,IDEOLOGIA,3
Canarias,2021,IDEOLOGIA,1
Canarias,2020,IDEOLOGIA,3
Canarias,2019,IDEOLOGIA,0
Canarias,2018,IDEOLOGIA,3
Canarias,2017,IDEOLOGIA,4
Canarias,2016,IDEOLOGIA,0
Canarias,2015,IDEOLOGIA,3
Canarias,2014,IDEOLOGIA,0
Canarias,2024,ISLAMOFOBIA,1
Canarias,2023,ISLAMOFOBIA,0
Canarias,2022,ISLAMOFOBIA,0
Canarias,2021,ISLAMOFOBIA,0
Canarias,2020,ISLAMOFOBIA,0
Canarias,2019,ISLAMOFOBIA,0
Canarias,2018,ISLAMOFOBIA,0
Canarias,2017,ISLAMOFOBIA,0
Canarias,2016,ISLAMOFOBIA,0
Canarias,2015,ISLAMOFOBIA,0
Canarias,2014,ISLAMOFOBIA,0
Canarias,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,26
Canarias,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,35
Canarias,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,18
Canarias,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,15
Canarias,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,14
Canarias,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,14
Canarias,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Canarias,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,17
Canarias,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,2
Canarias,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,6
Canarias,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,16
Canarias,2024,RACISMO/XENOFOBIA,37
Canarias,2023,RACISMO/XENOFOBIA,38
Canarias,2022,RACISMO/XENOFOBIA,48
Canarias,2021,RACISMO/XENOFOBIA,40
Canarias,2020,RACISMO/XENOFOBIA,24
Canarias,2019,RACISMO/XENOFOBIA,30
Canarias,2018,RACISMO/XENOFOBIA,19
Canarias,2017,RACISMO/XENOFOBIA,18
Canarias,2016,RACISMO/XENOFOBIA,5
Canarias,2015,RACISMO/XENOFOBIA,5
Canarias,2014,RACISMO/XENOFOBIA,13
Canarias,2024,TOTAL ámbitos,78
Canarias,2023,TOTAL ámbitos,84
Canarias,2022,TOTAL ámbitos,78
Canarias,2021,TOTAL ámbitos,66
Canarias,2020,TOTAL ámbitos,48
Canarias,2019,TOTAL ámbitos,52
Canarias,2018,TOTAL ámbitos,31
Canarias,2017,TOTAL ámbitos,42
Canarias,2016,TOTAL ámbitos,18
Canarias,2015,TOTAL ámbitos,35
Canarias,2014,TOTAL ámbitos,38
Cantabria,2024,ANTIGITANISMO,0
Cantabria,2023,ANTIGITANISMO,0
Cantabria,2022,ANTIGITANISMO,2
Cantabria,2021,ANTIGITANISMO,0
Cantabria,2020,ANTIGITANISMO,2
Cantabria,2019,ANTIGITANISMO,0
Cantabria,2018,ANTIGITANISMO,0
Cantabria,2017,ANTIGITANISMO,0
Cantabria,2016,ANTIGITANISMO,0
Cantabria,2015,ANTIGITANISMO,0
Cantabria,2014,ANTIGITANISMO,0
Cantabria,2024,ANTISEMITISMO,0
Cantabria,2023,ANTISEMITISMO,0
Cantabria,2022,ANTISEMITISMO,0
Cantabria,2021,ANTISEMITISMO,0
Cantabria,2020,ANTISEMITISMO,0
Cantabria,2019,ANTISEMITISMO,0
Cantabria,2018,ANTISEMITISMO,0
Cantabria,2017,ANTISEMITISMO,0
Cantabria,2016,ANTISEMITISMO,0
Cantabria,2015,ANTISEMITISMO,0
Cantabria,2014,ANTISEMITISMO,0
Cantabria,2024,APOROFOBIA,0
Cantabria,2023,APOROFOBIA,0
Cantabria,2022,APOROFOBIA,0
Cantabria,2021,APOROFOBIA,0
Cantabria,2020,APOROFOBIA,0
Cantabria,2019,APOROFOBIA,0
Cantabria,2018,APOROFOBIA,2
Cantabria,2017,APOROFOBIA,0
Cantabria,2016,APOROFOBIA,0
Cantabria,2015,APOROFOBIA,1
Cantabria,2014,APOROFOBIA,0
Cantabria,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Cantabria,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Cantabria,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Cantabria,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Cantabria,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Cantabria,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Cantabria,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Cantabria,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Cantabria,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Cantabria,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Cantabria,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Cantabria,2024,DISFOBIA,0
Cantabria,2023,DISFOBIA,1
Cantabria,2022,DISFOBIA,0
Cantabria,2021,DISFOBIA,0
Cantabria,2020,DISFOBIA,0
Cantabria,2019,DISFOBIA,3
Cantabria,2018,DISFOBIA,0
Cantabria,2017,DISFOBIA,0
Cantabria,2016,DISFOBIA,5
Cantabria,2015,DISFOBIA,3
Cantabria,2014,DISFOBIA,4
Cantabria,2024,DISCRIMINACIÓN GENERACIONAL,1
Cantabria,2023,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2022,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2021,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2020,DISCRIMINACIÓN GENERACIONAL,1
Cantabria,2019,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2018,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2017,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2016,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2015,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2014,DISCRIMINACIÓN GENERACIONAL,0
Cantabria,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Cantabria,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Cantabria,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cantabria,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Cantabria,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Cantabria,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Cantabria,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Cantabria,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Cantabria,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Cantabria,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Cantabria,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Cantabria,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Cantabria,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Cantabria,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Cantabria,2024,IDEOLOGIA,0
Cantabria,2023,IDEOLOGIA,4
Cantabria,2022,IDEOLOGIA,5
Cantabria,2021,IDEOLOGIA,0
Cantabria,2020,IDEOLOGIA,5
Cantabria,2019,IDEOLOGIA,5
Cantabria,2018,IDEOLOGIA,1
Cantabria,2017,IDEOLOGIA,0
Cantabria,2016,IDEOLOGIA,1
Cantabria,2015,IDEOLOGIA,1
Cantabria,2014,IDEOLOGIA,0
Cantabria,2024,ISLAMOFOBIA,0
Cantabria,2023,ISLAMOFOBIA,0
Cantabria,2022,ISLAMOFOBIA,0
Cantabria,2021,ISLAMOFOBIA,0
Cantabria,2020,ISLAMOFOBIA,0
Cantabria,2019,ISLAMOFOBIA,0
Cantabria,2018,ISLAMOFOBIA,0
Cantabria,2017,ISLAMOFOBIA,0
Cantabria,2016,ISLAMOFOBIA,0
Cantabria,2015,ISLAMOFOBIA,0
Cantabria,2014,ISLAMOFOBIA,0
Cantabria,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,10
Cantabria,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,2
Cantabria,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,6
Cantabria,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,4
Cantabria,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,1
Cantabria,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,1
Cantabria,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,1
Cantabria,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,0
Cantabria,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,3
Cantabria,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,2
Cantabria,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,0
Cantabria,2024,RACISMO/XENOFOBIA,7
Cantabria,2023,RACISMO/XENOFOBIA,11
Cantabria,2022,RACISMO/XENOFOBIA,12
Cantabria,2021,RACISMO/XENOFOBIA,7
Cantabria,2020,RACISMO/XENOFOBIA,1
Cantabria,2019,RACISMO/XENOFOBIA,6
Cantabria,2018,RACISMO/XENOFOBIA,6
Cantabria,2017,RACISMO/XENOFOBIA,1
Cantabria,2016,RACISMO/XENOFOBIA,5
Cantabria,2015,RACISMO/XENOFOBIA,2
Cantabria,2014,RACISMO/XENOFOBIA,9
Cantabria,2024,TOTAL ámbitos,22
Cantabria,2023,TOTAL ámbitos,20
Cantabria,2022,TOTAL ámbitos,28
Cantabria,2021,TOTAL ámbitos,13
Cantabria,2020,TOTAL ámbitos,13
Cantabria,2019,TOTAL ámbitos,17
Cantabria,2018,TOTAL ámbitos,14
Cantabria,2017,TOTAL ámbitos,3
Cantabria,2016,TOTAL ámbitos,17
Cantabria,2015,TOTAL ámbitos,9
Cantabria,2014,TOTAL ámbitos,15
Castilla y León,2024,ANTIGITANISMO,4
Castilla y León,2023,ANTIGITANISMO,2
Castilla y León,2022,ANTIGITANISMO,0
Castilla y León,2021,ANTIGITANISMO,2
Castilla y León,2020,ANTIGITANISMO,0
Castilla y León,2019,ANTIGITANISMO,0
Castilla y León,2018,ANTIGITANISMO,0
Castilla y León,2017,ANTIGITANISMO,0
Castilla y León,2016,ANTIGITANISMO,0
Castilla y León,2015,ANTIGITANISMO,0
Castilla y León,2014,ANTIGITANISMO,0
Castilla y León,2024,ANTISEMITISMO,4
Castilla y León,2023,ANTISEMITISMO,0
Castilla y León,2022,ANTISEMITISMO,1
Castilla y León,2021,ANTISEMITISMO,1
Castilla y León,2020,ANTISEMITISMO,0
Castilla y León,2019,ANTISEMITISMO,0
Castilla y León,2018,ANTISEMITISMO,0
Castilla y León,2017,ANTISEMITISMO,0
Castilla y León,2016,ANTISEMITISMO,0
Castilla y León,2015,ANTISEMITISMO,1
Castilla y León,2014,ANTISEMITISMO,1
Castilla y León,2024,APOROFOBIA,2
Castilla y León,2023,APOROFOBIA,2
Castilla y León,2022,APOROFOBIA,0
Castilla y León,2021,APOROFOBIA,0
Castilla y León,2020,APOROFOBIA,0
Castilla y León,2019,APOROFOBIA,3
Castilla y León,2018,APOROFOBIA,0
Castilla y León,2017,APOROFOBIA,0
Castilla y León,2016,APOROFOBIA,2
Castilla y León,2015,APOROFOBIA,2
Castilla y León,2014,APOROFOBIA,0
Castilla y León,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Castilla y León,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Castilla y León,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Castilla y León,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,11
Castilla y León,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Castilla y León,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Castilla y León,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Castilla y León,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,6
Castilla y León,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Castilla y León,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Castilla y León,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Castilla y León,2024,DISFOBIA,2
Castilla y León,2023,DISFOBIA,6
Castilla y León,2022,DISFOBIA,2
Castilla y León,2021,DISFOBIA,0
Castilla y León,2020,DISFOBIA,0
Castilla y León,2019,DISFOBIA,3
Castilla y León,2018,DISFOBIA,2
Castilla y León,2017,DISFOBIA,0
Castilla y León,2016,DISFOBIA,14
Castilla y León,2015,DISFOBIA,9
Castilla y León,2014,DISFOBIA,20
Castilla y León,2024,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2023,DISCRIMINACIÓN GENERACIONAL,1
Castilla y León,2022,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2021,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2020,DISCRIMINACIÓN GENERACIONAL,1
Castilla y León,2019,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2018,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2017,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2016,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2015,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2014,DISCRIMINACIÓN GENERACIONAL,0
Castilla y León,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Castilla y León,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Castilla y León,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Castilla y León,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Castilla y León,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Castilla y León,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla y León,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Castilla y León,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla y León,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla y León,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla y León,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla y León,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,9
Castilla y León,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,11
Castilla y León,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Castilla y León,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Castilla y León,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Castilla y León,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Castilla y León,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,4
Castilla y León,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Castilla y León,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Castilla y León,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Castilla y León,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Castilla y León,2024,IDEOLOGIA,15
Castilla y León,2023,IDEOLOGIA,25
Castilla y León,2022,IDEOLOGIA,17
Castilla y León,2021,IDEOLOGIA,37
Castilla y León,2020,IDEOLOGIA,27
Castilla y León,2019,IDEOLOGIA,36
Castilla y León,2018,IDEOLOGIA,20
Castilla y León,2017,IDEOLOGIA,25
Castilla y León,2016,IDEOLOGIA,12
Castilla y León,2015,IDEOLOGIA,20
Castilla y León,2014,IDEOLOGIA,0
Castilla y León,2024,ISLAMOFOBIA,1
Castilla y León,2023,ISLAMOFOBIA,0
Castilla y León,2022,ISLAMOFOBIA,0
Castilla y León,2021,ISLAMOFOBIA,0
Castilla y León,2020,ISLAMOFOBIA,0
Castilla y León,2019,ISLAMOFOBIA,0
Castilla y León,2018,ISLAMOFOBIA,0
Castilla y León,2017,ISLAMOFOBIA,0
Castilla y León,2016,ISLAMOFOBIA,0
Castilla y León,2015,ISLAMOFOBIA,0
Castilla y León,2014,ISLAMOFOBIA,0
Castilla y León,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,17
Castilla y León,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,28
Castilla y León,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,15
Castilla y León,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,18
Castilla y León,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,8
Castilla y León,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,16
