categoria_revision,año_video,canal,titulo_video,texto,nivel_manual,expresion_detectada,observaciones
lgtbi,2023,El Punto Blanco,🌈 ESTE ES EL NIVEL Y LA ESTUPIDED DE ESPAÑA HOY DIA #shorts #nivel #españa #igualdad #lgtbi #vox,Traumas hereditarios,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,"que guapa Gloria, que corto tan gracioso, gracias por compartirlo",,,
lgtbi,2023,"Mario Opazo | Historia, Actualidad y Geopolítica",El Che Guevara y los gays,Basado che guevara mas facho que los fachos,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,That guapa in the end gets me everytime omfg and the music really suited the scene ahhhh i can't explain my love for this show,,,
lgtbi,2023,elDiarioes,🏳️‍🌈 Arrancan las banderas LGTBI del Ayuntamiento de Albaida y colocan la franquista #shorts,Bien echo,,,
lgtbi,2023,World Gay,"American Crimen, Temporada 2 | Disponible en Star+  #shorts #gay #series",Ok ❤❤❤❤❤❤❤❤❤,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,"I always see strong chemistry in them, and maybe Irene has feeling for Rizha in real life😃 she's BLUSHED",,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,"El que graba un patetico sin personalidad,",,,
lgtbi,2023,Ministerio de Igualdad,España es #OrgullosamenteDiferente 20&#39;&#39;,No puedo poner el aire acondicionado con la que cae para que luego os gastes mi dinero en estas cosas.,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,"Vas a Italia y todos hablan muy bien y son muy correctos, haces el vídeo en España y solo sacas a pintamonas que no saben ni hablar...",,,
lgtbi,2019,euronews (en español),Grupos ultranacionalistas polacos atacan el primer desfile LGTBI de la historia de Bialystok,👏🏻👏🏻👏🏻🇮🇩🇮🇩🇮🇩,,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,Que decepción. No le partió su mandarina en gajos.,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,"Existe mucha subjetividad en los conceptos, en el nombre del amor, hasta la zoofilia se salva.",,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,jajajajajajaja demasiado bueno el corto jajajajajajaja,,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,Por que los viejos son nas abiertos que los jóvenes,,,
lgtbi,2019,euronews (en español),Grupos ultranacionalistas polacos atacan el primer desfile LGTBI de la historia de Bialystok,lo primero q escucho sobre los polacos jjaja que buen momento en el q prenden fuego la bandera,,,
lgtbi,2016,La Toroteca,¿En qué consiste la ley LGTBI?,una ley k obliga???? wtff en ves de enseñar a respetar....,,,
lgtbi,2023,Yolipi Subterfugio,#limítrofesintelectuales con la bandera #lgtbi y #elche demostrando su nivel cultural #españa,"Curioso que soy...en q trabajas,
?",,,
lgtbi,2015,DW Español,Los homosexuales sufren persecución en Rusia,Grande Rusia,,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,Bellisimooooo,,,
lgtbi,2016,laSexta,El beso de dos homosexuales provoca la ira de la manifestación de Hogar Social,No falta el puñal ejejeje,,,
lgtbi,2023,Hablando Huevadas,Un peruano japonés en  #hablandohuevadas  #humor #fyp,Los Japoneses y nosotros los  descendientes Japoneses tenemos El Apellido largo y los Chinos los Apellidos y nombre  cortos,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,Alguien puede decirme quién es la chica de tatuajes y rapado? Es muy guapa,,,
lgtbi,2019,The Objective,Vox propone trasladar las fiestas del Orgullo LGTBI a Casa de Campo,Me pareceria genial que este colectivo hiciera sus fiestas fuera del centro de Madrid no tenemos porque tragarnos sus fiestecitas a la mayoria no nos interesan para nada ademas muchos no guardan el decoro hay muchos niños que lo ven no me parece nada correcto,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,Está serie me encanta por qué de muestran a dos chicas que se enamoran y luchan por su amor,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,Dios Blanca está tal como me gustan yo si fuera Marta no me la pienso tanto jaja 😂❤,,,
lgtbi,2019,Axel Barranco,Trio Amoroso - GAY SHORTFILM,Ahhhahahahhaha muntanga lang kayo!!!😂🤣,,,
lgtbi,2023,Diario Público,La homofobia de Vox hablando de aumento &quot;alarmante&quot; de la homosexualidad,Necesitamos a mas como vox😊,,,
lgtbi,2023,Ministerio de Igualdad,España es #OrgullosamenteDiferente,"Orgulloso de tener trabajo, haber completado los estuidos, haber ganado una competición, de tener una buena familia... Eso es motivo de estar orgulloso...",,,
lgtbi,2015,Federación Estatal LGTBI+ - FELGTBI+,#ConLaVozBienAlta - FELGTB,Muy buen vídeo.,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Se me hizo corto... Hubiera querido más.,,,
lgtbi,2023,Nathaniel Travels ,Madrid Orgullo 2023 | Pride 2023 🇪🇸,En vez de hacer tremendo ridículo o atoda costa ofender a Dios pónganse a leer estudiar ayudar al prójimo y no eso que aquí y en china no es visto algo normal ok,,,
lgtbi,2016,Enrique Bailleres,"Así reaccionan a la homofobia en Madrid, Impresionante",Se darán cuenta que hay una cámara enfrente de ellos🤔,,,
lgtbi,2015,DW Español,Los homosexuales sufren persecución en Rusia,VIVA LA MADRE PATRIA,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,Esta padrísimo esta peli,,,
lgtbi,2015,laSexta Noticias,Experimento de dos chicos para probar que la homofobia empeora en Rusia,Bien putin.,,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,really nice. Thank you.,,,
lgtbi,2016,Tardigrada Cine,AGUA / WATER,Estaba viendo la parte del beso y baje a los comentarios y me espoile y me sentí súper triste por el chavito 😔✌️,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,me flipa,,,
lgtbi,2015,Idan Matalon,"Pero tu me lo prometiste que ir a Paris, a Roma, España !!",Wauuu,,,
lgtbi,2015,Eli Navarro,VECINAS. Cortometraje. LGBT. Lesbico,"hola me llamo Rocío y tengo 14  años busque este vídeo por que dudo de mi sexualidad no se si me gustan los hombres o las mujeres algún vídeo que me recomienden por favor.
PDT:se que mi pregunta no tiene nada que ver con el vídeo",,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,Así que el papa.... 🔪✨,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,Es simplemente respetar a todos y ya!!!,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,Cada tanto.. vuelvo a este clip,,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,Cosas de españa 🚬🗿,,,
lgtbi,2019,La Vanguardia,&quot;Te voy a hacer heterosexual a hostias&quot;. Agresión homófoba en Barcelona el día del pregón del Pride,"El chaval viste mejor que yo, necesito que me aconseje a la hora de vestir",,,
lgtbi,2016,Roberto Pérez Toledo (mividarueda),Cortometraje SÍ A TODO,Octubre 19 del 2020 y de acuerdo con todos que haya una continuación o película saludos desde México 🇲🇽✌😊,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,¿Cuando sacaran la segunda parte?💗,,,
lgtbi,2015,DW Español,Los homosexuales sufren persecución en Rusia,Cada día lamentandome más de nacer en latam que en rusia,,,
lgtbi,2023,Perfil,Los dichos del Papa Francisco sobre la homosexualidad,"No todos son hijo de Dios.el qué hace la voluntad, esos son hijos",,,
lgtbi,2023,"Mario Opazo | Historia, Actualidad y Geopolítica",El Che Guevara y los gays,"Nadie podría explicarlo mejor, bendición 🙏",,,
lgtbi,2016,Fortfast WTF,HOMOSEXUALIDAD en Italia,Di tanya tentang homo sexual ....? Ya jelas mereka tidakakan mengaku ....,,,
lgtbi,2016,Portal Gay,Mi tío Mario. Corto gay,Cómo me hubiera encantado tener un tío cómo Mario ❤️,,,
lgtbi,2019,Movistar Plus,Perdóname | S2 E5 CLIP 4 | SKAM España,YO TAMBIÉN SOY DE ESPAÑA AUNQUE PENSÉ QUE ELLAS ERAN DE ESTADOS UNIDOS 🇱🇷,,,
lgtbi,2023,Hablando Huevadas,Un peruano japonés en  #hablandohuevadas  #humor #fyp,Estos  si UE hablan huevadas😂😂😂,,,
lgtbi,2019,euronews (en español),Grupos ultranacionalistas polacos atacan el primer desfile LGTBI de la historia de Bialystok,Algunas veces pienso que esto mundo se esta acabando socialmente,,,
lgtbi,2023,Perfil,Los dichos del Papa Francisco sobre la homosexualidad,👏👏👏👏👏👏👏👏 para los 30 países.,,,
lgtbi,2023,Belucaa Gamer,Personas gays que inspiran #lgbt #bisexual #gay #lgbtq #lgbtqia,En el final QUE?!,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,Confundida :c,,,
lgtbi,2015,Respeta,Por qué no se puso la Bandera LGTBI en ALCORCÓN???,Y porque? No es una bandera oficial!,,,
lgtbi,2019,LQNV Producciones,Lo Que No Ves - LGTB Short Film,Que hermosoooo 😍😍😍😍,,,
lgtbi,2023,"Mario Opazo | Historia, Actualidad y Geopolítica",El Che Guevara y los gays,Jajaja! SOS UN GENIO! Que los comunistas se desasnen!,,,
lgtbi,2019,EL PAÍS,"El testimonio de CHRISTOPER DEAN, sometido a terapias de conversión LGTB",Cuanto le pagaron?,,,
lgtbi,2016,Latina Noticias,¿Qué harías si tu hijo confiesa ser homosexual? Esto dijo el público,"Jaajajjaja Perú god 
Regalandome momentos inolvidables 😂",,,
