Topic,Count,Name,Representation,Representative_Docs
26,47,26_transexual_trans_mujer_género,"['transexual', 'trans', 'mujer', 'género', 'hombre', 'identidad', 'niña', 'pareja', 'niñas', 'siete']","['ah no sé, yo la tomo como mujer transexual porque eso dice que es. y transgenero de toda la vida decía en el vídeo se puede ser transexual y estar tarumba de la cabeza, no es incompatible.', 'decir q yo he tenido y tengo pareja (mujer) y he tenido también pareja trans. como las que describes casi imperceptible.decir q la demanda de trans en los últimos años es muy alta. y se de lo q hablo. mi pareja tiene 23 años y tiene tinder con cientos de matches. pero es q la chica trans con la que estuve 7 meses de pareja tenía millones y además tenía muchísimos tíos pagándole. ella tenía tarjetas de crédito de 6 maromos. están muy muy muy demandadas. de hecho por el que me dejó era un chico que vivía en dubai en una casa d más de 60 millones. yo estoy en un nivel alto pero obviamente no tanto. era algo q iba a terminar pasando. y obviamente no tiene nada de malo que te gusten. te van a llamar maricon. etc etc. y yo no me corto un pelo. he comido más de 50 pollas con total seguridad. muchas de trans otras no. y no me considero homosexual ni lo soy. además tengo una hija. actualmente estoy con una chica latina de 23 años. para ser homosexual tienes q sentirlo yo nunca lo he sentido. he disfrutado con shemales? me he corrido de gusto a cuatro patas sin ni siquiera tocarme la pija? si. pero eso no me convierte en homosexual. nunca me casaría ni tendría una relación con un hombre, y he tenido muchos calentones con tíos he catado pollas de 20 centímetros venosas se de lo q hablo.', 'transgénero: persona cuyo género no coincide con el que te fue socialmente asignado al nacer. trans: abreviación de transgénero. hombre trans: persona transgénero que se identifica como hombre. persona trans: persona transgénero que no quiere definirse por ningún género en concreto. mujer trans: persona transgénero que se identifica como mujer. ftm, female to male o mujer a hombre: otra de las etiquetas para asignar a los hombres transgénero. su uso no está muy aconsejado y usarlo por otras personas para referirse a ellos puede resultar ofensivo, pero eso no quita que algunas personas se identifiquen y definan con ella. mtf male to female u hombre a mujer: lo mismo que en el anterior caso. transfemenino: personas transgénero a la que se asignó el género masculino en su nacimiento pero que se identifican más con los signos de la feminidad que con los de la masculinidad. transmasculino: personas transgénero a la que se asignó el género femenino en su nacimiento pero que se identifican más con los signos de la masculinidad que con los de la feminidad. transexual: término médico para las personas que desean modificar su cuerpo para conseguir una imagen con la que se sientan más cómodas (o aliviar un malestar, la disforia). mujer transexual: persona transexual que se identifica como mujer. hombre transexual: persona transexual que se identifica como hombre. persona transexual: persona transexual que no quiere definirse por ningún género en concreto. expresiones de género (más que géneros en sí) andrógino/e: persona cuya identidad es una mezcla en distintos grados entre mujer y hombre. también se puede usar como sinónimo ginoandros. neutrois: lo opuesto a la androginia, personas que hacen una supresión de las características tradicionalmente asignadas como masculinas o femeninas. suele abarcar el género neutro, null-gender, gender neutral y a veces se solapa con agénero. personas de sexo no ajustado o non-conforming: personas que no se quieren identificar con las etiquetas de género binarias. algunas etiquetas afines son gender questioning y gender variant. berdache o dos espíritus: término empleado especialmente por las personas pertenecientes a pueblos amerindios de américa del norte. se utilizaba como equivalente a homosexual. son personas que se mueven entre los roles masculinos y femeninos para cuestiones de vestimenta, sociabilidad o sexualidad, dependiendo de la elección personal de cada uno. otras identidades kristen stewart, como cara delevingne, son dos de las más famosas estrellas que evitan definir su identidad de género en las entrevistas, con lo que se las suele etiquetar en la categoría queer. no-binario: personas que no se identifican con el género binario, esto está dentro de los transgéneros, aunque muchos prefieran la palabra no binario para evitar confusiones. es decir, todos las personas no-binarias son trans, pero no todos las personas trans son no binarias. genderqueer: sinónimo de género no-binario. agénero: persona que no se identifica con ningún género. bigénero: persona que se identifica con dos géneros, por ejemplo: male/female, male/agender. puede ser al mismo tiempo o fluctuar entre ambos. género fluido o genderfluid: persona cuyo género fluctúa entre varios, puede ser dos o más (por eso no es exactamente lo mismo que bigénero). pangénero: identidad en la que se ubican todas las identidades, aunque de una manera fija y no variable, no como en el género fluido. poligénero/multigénero: persona con más de dos identidades de género. intergénero: persona intersexual cuya identidad se sitúa en un punto medio entre dos géneros, usualmente los binarios. esta identidad pertenece únicamente a personas intersexuales, no debe utilizarse por parte del resto.']"
27,45,27_nacionalidad_nacionalidad española_española_españa,"['nacionalidad', 'nacionalidad española', 'española', 'españa', 'extranjeros', 'países', 'extranjero', '2015', 'españoles', 'asilo']","['venezuela se convierte en el mayor éxodo de la historia latinoamericana según la oficina europea de asilo, easo, los 4 millones de venezolanos superan en número, y con gran diferencia, a los afganos y sirios en las listas para solicitar protección internacional los venezolanos salen de su país a un ritmo de 5.000 personas al día y, según los informes de acnur, la agencia de la onu para los refugiados, llegarán a los cinco millones en el extranjero a finales de este año. hasta ahora, cuatro millones de venezolanos se han visto obligados a abandonar su país, entre los que se incluyen 597 mil de refugiados, 3,5 millones de solicitantes de asilo político y 1,3 millones de venezolanos desplazados dentro de su país, estas son las mayores cifras registradas desde la segunda guerra mundial. william spindler, ,portavoz de acnur para américa latina, señala la situación de los venezolanos como «el mayor éxodo de la historia latinoamericana y una de las mayores crisis de desplazamiento en el mundo». desde el estallido en 2016 de la peor crisis económica nunca antes vista en venezuela, los venezolanos se unieron a las filas de los países más afectados, como siria y afganistán, después de que decenas de miles de personas huyeran de la crisis humanitaria y económica que asuela la nación. américa latina la mayoría de la población venezolana ha emigrado a los países vecinos, sobre todo a colombia y perú, que gracias a la llegada de los venezolanos se ha convertido en el segundo país del mundo receptor de solicitudes de asilo en términos absolutos, sólo por detrás de estados unidos (con una cifra de 351.144 venezolanos). los países latinoamericanos que abren desde 2017 las puertas a los venezolanos, les han facilitado aproximadamente un millón de permisos de residencia o de permanencia legal para que tuvieran facilidades en el acceso a los servicios básicos. pero a día de hoy la realidad es otra: «américa latina está cerrando las puertas a la emigración venezolana con requisitos de ingreso cada vez más exigentes y con unas condiciones de vida sumamente humillantes», comentó adolfo lópez a abc, abogado de la asociación de venezolanos en ecuador españa debido a la exigencia y la imposibilidad de cumplir ciertos requisitos implantados por varios países en sudamérica, desde hace tres años muchos de los venezolanos han reconsiderado la opción de irse a europa, concretamente a españa, porque no requieren un visado para acceder al espacio schengen. de acuerdo con la easo, la oficina europa de asilo, las solicitudes de protección internacional en la ue para la primera semana de junio de este año eran 55.516 expedientes frente a los 55.570 de todo el año pasado, una cifra que ha marcado un récord histórico colocando a españa entre los cinco países europeos que más solicitantes de asilo reciben, siendo ya destino del 90% de los venezolanos que registran sus solicitudes de asilo en europa. el gran número de expedientes ha saturado el sistema poniendo un límite a las posibilidades de los venezolanos de vivir en españa. no obstante, el ministerio de interior ya ha puesto en marcha un plan de choque para modernizar su aplicación informática y contratar personal, pero a medida que las peticiones se multiplican, los cambios se han hecho más lentos, pero no imposibles. debido a la crisis y la desesperación de los venezolanos, el colapso del sistema no ha supuesto un gran impedimento, pese a que todavía se están realizando ajustes. es un hecho que en los últimos seis meses, la oficina de asilo ha logrado solventar más casos que en todo 2018. son 14.993 expedientes cerrados, un 16% más que el año anterior. la mayor parte de los venezolanos que llegan a españa no pueden cumplir los requisitos exigidos por ley para ser reconocidos como refugiados. para evitar que los venezolanos tengan que abandonar españa cuando se les deniega su petición, el ministerio de interior aprobó una autorización de residencia y trabajo por razones humanitarias, del cual se han beneficiado 7.718 venezolanos. dicho permiso se extiende por un año, prorrogable a dos.', 'en la actualidad hay 1.816.835 españoles establecidos en el extranjero (de 1 de enero de 2012), distribuidos de forma casi equivalente por sexos (51,1% mujeres y 48,9% varones), pero muy desigualmente por continentes: el 63,4% en américa, el 35,9% en europa y el 5,1% en el resto del mundo (12 29 de abril de 2010) también hay que destacar que esas cantidades se refieren a personas con nacionalidad española, no que hayan nacido en españa. de las 1.816.835 personas que poseen nacionalidad española en el extranjero el 34,9% es nacida en españa, el 59,1% en su actual país de residencia y el 5,4% en otros países.13 en la tabla siguiente se refleja el número de personas con nacionalidad española en el extranjero por países de residencia, con más de 15.000 residentes, para los años 2010,[cita requerida] 2011,[cita requerida] 2012,14 2014.15 solo el 34% de los emigrados españoles en todo el mundo son nacidos en españa (habiendo mucho ya ancianos que emigraron en su día a hispanoamerica).', 'el gobierno de rajoy concedió 4.400 nacionalidades a golpe de decreto en su mayoría, sefardíes; también son numerosos los opositores cubanos y venezolanos | publicado: 23/1/2016 09:20 ana isabel cordobés (*) un total de 4.386 personas adquirieron la nacionalidad española gracias a las cartas de naturaleza. estos documentos, otorgados de manera discrecional por el consejo de ministros, conceden la nacionalidad a personas reconocidas en diferentes ámbitos, tanto políticos, como económicos o deportivos. además de la comunidad sefardí, los deportistas, empresarios y opositores de los gobiernos de cuba y venezuela engrosan de forma mayoritaria esta lista . la lista completa: disidentes cubanos y venezolanos unas de las primeras personalidades elegidas para recibir la nacionalidad española por decreto a la llegada de rajoy al poder en 2011 fue el disidente cubano raúl rivero y su familia -mujer e hija- que la recibieron en mayo de 2012 mediante carta de naturaleza. la familia de oswaldo payá también recibió la nacionalidad española. payá, líder de la oposición política cubana, falleció en julio de 2012 en un accidente de tráfico. ofelia, oswaldo y rosa -mujer e hijos, respectivamente- recibieron la nacionalidad en octubre de 2013. a lo largo de los últimos cuatro años, personas vinculadas al mundo del deporte, como matías nahuel leiva, jugador del villarreal y miembro de la selección española sub-21 o de la música, como chucho valdés. también se unieron a esta lista personas vinculadas a la realeza de otros países, como la princesa sharifa nour nasser jamil, prima del fallecido hussein de jordania y vinculada a proyectos benéficos en españa. en el cierre de la x legislatura, el ministro rafael catalá otorgó la nacionalidad española a los familiares del líder opositor al gobierno venezolano leopoldo lópez . en noviembre de 2015, su padre, leopoldo ernesto lópez gil y su madre antonieta del coromoto mendoza coburn, recibieron este documento. en las últimas semanas de gobierno, catalá concedió la nacionalidad española a sumera rafiq, de origen paquistaní. la familia de sumera la retuvo bajo amenaza de muerte y la agredió en su domicilio de logroño para impedir su divorcio. la víctima recibió la nacionalidad tras ratificarse la condena para su marido y el resto de sus familiares por detención ilegal. las cartas de naturaleza, al igual que otras medidas como los indultos, se conceden por deseo del gobierno, sin necesidad de estar motivadas o argumentadas, tras la solicitud por parte del interesado. entre otras concesiones de nacionalidad llamativas, se encuentran las de las monjas paciencia melgar ronda y helena s. wolo, reconocidas por su colaboración al donar sangre para el tratamiento de enfermos de ébola. a su vez, se vio reconocido ernesto eduardo oyarbide magaña, víctima del atentado de eta en pamplona del 30 de octubre de 2008, en el campus de la universidad de navarra. la familia -madre y dos hermanos- del militar john felipe romero meneses, fallecido en afganistán en el año 2010, también recibió la nacionalidad española en 2013 . la lista de cartas de naturaleza se ve ampliamente engrosada por la concesión de nacionalidad española a los sefardíes originarios de españa. previa petición de la comunidad sefardí, en octubre de 2015, más de 4.200 han recibido la nacionalidad española entre 2012, 2013 y 2015. la nómina la cierran empresarios como daniel haime gutt, presidente de indupalma o amit manik jagasia, presidente de arke visados españa, empresa con férreos vínculos con la embajada de la india en españa. también se incluyen cuatro familiares del empresario mauritano mohamed bouamatou, nacionalizado previamente en 2011 por la misma vía rápida. españa está obligada a hacer públicas las cifras de nacionalidades otorgadas en sus diferentes modalidades: por residencia, por carta de naturaleza u otras razones. diciembre de 2015 fue la primera vez que el ine publicó estos datos de adquisiciones de nacionalidad española. sin embargo, la llamada estadística de adquisiciones de nacionalidad española (anes) no informa de los nombres que se esconden detrás de los beneficios de la carta de naturaleza -estos datos solo están disponibles en el boe- y la información está aún por actualizar a todo 2015. tampoco es posible saber cuántas solicitudes y cuáles han sido rechazadas, ni tampoco los motivos de su aprobación o rechazo por parte del gobierno. los solicitantes debe jurar o prometer fidelidad al rey y obediencia a la constitución y a las leyes, renunciando a su anterior nacionalidad, salvo los naturales de países iberoamericanos, andorra, filipinas, guinea ecuatorial o portugal.']"
28,43,28_madrid_barcelona_bar_españa,"['madrid', 'barcelona', 'bar', 'españa', 'sociedad española', 'fiesta', 'valencia', 'parar', 'españoles', 'cambiar']","['la mejor fiesta del año en madrid...buen tiempo, musicón, tías buenas,...eso otros años, veremos este.', 'por supuesto, la mejor fiesta de madrid. el único día del año que tienen la gran vía cortada por la noche y que se puede ir con una cerveza en la mano sin miedo a 600€ de multa.', 'y al día siguiente todos en madrid y barcelona']"
29,41,29_digno_infinito_coña_adoctrinamiento,"['digno', 'infinito', 'coña', 'adoctrinamiento', 'sirve', 'pensamiento', 'crear', 'hilos', 'diga', 'progre']","['+1 infinito.', '+1 de nada sirve crear hilos si no se hace nada', '+1, joder con el pensamiento progre, es un adoctrinamiento digno de 1984.']"
30,41,30_insultos_insultan_homosexual_maricón,"['insultos', 'insultan', 'homosexual', 'maricón', 'campo', 'sexual', 'maricon', 'dejar', 'llaman', 'partido']","['hay cosas que no se pueden dejar pasar como simples anécdotas. los insultos homófobos, los insultos racistas o incluso las agresiones a los árbitros son cosas que no se pueden permitir bajo ningún concepto.', 'lo ha dejado porque le ha salido de la polla. al homosexual por homosexual, al calvo por calvo, al gordo por gordo. insultan a todo dios. ese puto trabajo es así, es un atw de manual. él es el puto racista homófobo que no se solidariza con los miles de árbitros que reciben insultos y se cree el más ofendido de la clase. yo fui árbitro, no hablo de oídas.', 'a ver, que quede claro que estoy a favor del árbitro. pero, lo que digo es que desde tiempo inmemoriales los árbitros han recibido insultos. y no entiendo que se lo tomen a lo personal. no lo insultan por qué sea maricon, o hijo de una prostituta. lo insultan por qué es árbitro, para intentar ""sacarlo"" del partido, para desestabilizarlo, está claro que en este caso lo consiguieron. lo que debe hacer este chaval es cuando se quita el uniforme dejar los insultos en el, por qué no insultan a su persona, sino a su oficio.']"
31,41,31_haz_pasen_pase_recibir,"['haz', 'pasen', 'pase', 'recibir', 'irse', 'horas', 'resumen', 'tiempo', 'vengan', 'progre']","['haz que pase', 'aún pueden recibir más. haz que pase', 'donde fueres haz lo que vieres.']"
32,38,32_forocoches_pa_peli_pijos,"['forocoches', 'pa', 'peli', 'pijos', 'lol', 'coger', 'come', 'pam', 'recoger', 'puente']","['forocoches es...forocoches.', 'premio guinnes, de forocoches.', 'el cachondo de forocoches']"
33,37,33_dado_sabe_trotona_rabia,"['dado', 'sabe', 'trotona', 'rabia', 'tontería', 'rajoy', 'ostias', 'hubiese', 'jajajaja', 'maricón']","['no me lo creía hasta que he visto el vídeo .. vamos... ya sabe donde se pueden ir él y su hermano..', 'nadie le ha dado un par de ostias? mucha tontería es lo que veo.... y lo peor es prestarle atención.....', 'no entiendo. pones que se les ha dado dado de todo, pero en el vídeo dice que no les han dado nada. ¿ alguien sabe que le han dado a ese chico en concreto? una psicóloga, un abogado y plaza de instituto, ¿ algo más?']"
34,36,34_humano_increible_post_buenas,"['humano', 'increible', 'post', 'buenas', 'noticias', 'detalle', 'mí', 'cabeza', 'gestión', 'alegro']","['flipa... el ser humano nunca dejará de sorprenderte...', 'el ser humano es increíble.', 'el ser humano es maravilloso']"
35,34,35_dios_upeo_gracias_imagen,"['dios', 'upeo', 'gracias', 'imagen', 'tierra', 'suerte', 'santo', 'detalle', 'mola', 'ten']","['dios te oiga.', 'que dios te oiga', 'entre lo que dice dios: ""y dios creó al hombre a su imagen. lo creó a imagen de dios. hombre y mujer los creó . y los bendijo dios con estas palabras: «¡reproducíos, multiplicaos, y llenad la tierra! ¡dominadla! ¡sed los señores de los peces del mar, de las aves de los cielos, y de todos los seres que reptan sobre la tierra!"" (génesis 1, 27) y lo que dice la ciencia: ¿qué queréis que os diga? pues que yo elijo lo que dice dios y dice la ciencia, que es lo mismo.']"
36,34,36_mental_enfermedad_enfermo_mentales,"['mental', 'enfermedad', 'enfermo', 'mentales', 'enfermos', 'trastorno', 'éste', 'jodas', 'evidente', 'fuerte']","['subestimas la diarrea mental de los mugrientos', 'otro enfermo mental más solo que éste no se opera.', 'esto es una enfermedad mental, no hay mas.']"
37,33,37_violadores_mujeres_hombres_habría,"['violadores', 'mujeres', 'hombres', 'habría', 'jóvenes', 'cárcel', 'hombre', 'representación', 'delitos', '25 años']","['un hombre de 25 años es agredido por tres jóvenes en la calle de cea bermúdez después de que le preguntarán si era ""maricón"" un hombre de 25 años fue increpado y agredido la madrugada de ayer en la calle de cea bermúdez, en el distrito de chamberí, cuando regresaba a su domicilio. tres jóvenes, de unos 20 años, le pegaron por todo el cuerpo hasta que unos testigos les increparon y salieron corriendo, según denunció ayer la asociación en defensa del colectivo lesbianas, gais, transexuales y bisexuales (lgtb) arcópoli. los hechos se produjeron a las seis y media de la madrugada, cuando el hombre salió de un bar de ambiente. los tres jóvenes se cruzaron con él y le preguntaron: “¿eres maricón?”. sin mediar palabra, le empezaron a pegar. la agresión fue de tal dureza que le dejaron marcada la suela del zapato en el estómago. unas chicas empezaron a gritar a los jóvenes, que se marcharon. la víctima acudió a la fundación jiménez díaz, donde le apreciaron politraumatismos por todo el cuerpo. arcópoli se puso en contacto con el hombre y le aconsejó que denunciara lo ocurrido en comisaría, además de que acompañara el parte de lesiones redactado por el médico de guardia. esta agresión se produce justo el mismo día que arcópoli ha puesto en marcha un observatorio contra la lgtbfobia. “esto demuestra que esta iniciativa era indispensable y solicitamos el apoyo de las administraciones madrileñas. desde arcópoli lanzamos un claro mensaje a los homófobos: estos delitos ni son impunes ni van a quedar impunes”, ha señalado el coordinador de este colectivo, yago blando. el vocal de delitos de odio de esta asociación, rubén lópez, informó de la agresión a la fiscalía, al comisario de delitos de odio de la jefatura superior de policía de madrid y al concejal de seguridad, josé javier barbero. fuente: ¿hasta cuándo hay que soportar noticias así? ya basta con la homofobia.', 'ya os hago resumen yo: - soltar o reducir condenas a violadores, creando situaciones como que haya mujeres que han tenido que huir dejando atrás su vida para alejarse de sus violadores que las tenían amenazadas en cuanto saliesen de la cárcel. solo esto es como para que pidan perdón de rodillas y presenten su dimisión y abandonen la política. - aumentar o como mínimo no reducir los casos de violencia de género, después de años y años aumentando y aumentando cada vez mas el dinero gastado. - crear un enfrentamiento absurdo entre sexos mas propio de los años 20 que de ahora. - criminalizar y despreciar a la mitad de población señalándoles como potenciales culpables. - dedicar dinero público para hacer campañas en las que el gobierno ataca a ciudadanos, como el anuncio que hicieron contra pablo motos, elxokas, etc. - pasarse por el forro la constitución creando juzgados para hombres, leyes especiales para hombres o permitiendo meter en el calabozo durante dos días a inocentes. - batir record de contratos inferiores a 300.000€ (ahora no recuerdo si era la cifra exacta) porque por debajo de esa cifra se pueden adjudicar a dedo sin justificar nada. - utilizar el poder del gobierno para fomentar polémicas absurdas como el pico de rubiales, que genere crispación en la sociedad. - crear una generación de mujeres engañadas que se creen que viven en un infierno machista cuando en realidad viven en la mejor época de la historia para ser mujer. - fomentar chiringuitos de odio y adoctrinamiento con campañas como la del 016 donde se convencía a las niñas que si alguien les preguntaba ""donde estás"" es que la estaban maltratando. y me dejo cosas...', 'era reincidente y había cumplido varias penas en fontcalent, siempre como hombre imagen de la prisión alicantina de fontcalente.m ingresó como hombre en la prisión alicantina de fontcalent y, una vez dentro, ya cumpliendo condena, declaró que se auto percibía como mujer y solicitó su traslado al módulo de mujeres, petición que le fue concedida. ingresada ya en el pabellón femenino, inició allí una relación con otra interna y ésta quedó embarazada. los hechos, adelantados ayer por ok diario, han sido confirmados a este periódico por fuentes sindicales penitenciarias. la reclusa transexual en cuestión, de origen búlgaro, era bastante conocida en el centro penitenciario alicante cumplimiento -como se denomina oficialmente a la cárcel de fontcalent- puesto que era reincidente. contaba con numerosos antecedentes por robos y delitos contra la salud pública fundamentalmente y había estado presa en fontcalent en varias ocasiones con anterioridad, siempre como hombre y siempre ocupando una celda en el módulo masculino. allí fue destinada también tras su último ingreso, hasta que manifestó que quería transicionar de género, que se sentía mujer -concretamente mujer de tendencia sexual lesbiana- y pidió que internamente se la llamara con nombre femenino. solicitó además ser enviada al módulo de mujeres. el traslado se produjo pero, tras conocerse en prisión que había dejado embarazada a una de las compañeras con las que compartía pabellón -aseguran las citadas fuentes-, la dirección de la cárcel la devolvió de nuevo al pabellón masculino. la interna embarazada, de nacionalidad española, se planteó en principio interrumpir la gestación pero finalmente sigue adelante con el embarazo en prisión. la presa trans sin embargo se encuentra actualmente fuera de fontcalent. «no sabemos si ha hecho el cambio registral [de sexo] o no», dice una fuente, que pide mantenerse en el anonimato por «lo delicado y complejo del caso». los hechos, asegura, se produjeron en «enero o febrero» pasado, antes de que el 2 de marzo entrara en vigor la conocida como ley trans, que permite el cambio de nombre y de sexo en el registro civil a partir de los 16 años sin necesidad de aportar un informe médico que indique que se sufre disforia de género y sin haber iniciado previamente un tratamiento de hormonación, como se exigía antes de su aplicación. en las cárceles españolas, sin embargo, las cuestiones que afectan a las personas transexuales, como el módulo que deben ocupar, el cambio de nombre o quien puede realizarle los cacheos se regula desde 2006 por la instrucción 7/2006 de «integración penitenciaria de personas transexuales». «la instrucción recoge que, independientemente de si ha habido un cambio registral o no, cuando una persona se percibe de un sexo distinto al que indican sus atributos físicos debe pasar por un estudio psicológico para ver a que módulo se le destina, aunque no haya iniciado el proceso de cambio de sexo, se esté hormonando o no. pero con la ley [trans], esta instrucción ha decaído», explica la fuente, bien conocedora de la norma. como cuando el caso de fontcalent se produjo la ley estaba en su proceso final y ésta no exige ningún informe psicológico, añade, el traslado al módulo femenino se produjo antes de que esta persona que declaraba auto percibirse como mujer fuera evaluada. «en las prisiones necesitamos una regulación para no estar en el limbo jurídico y saber cómo actuar», reclama. «por un lado, tenemos la instrucción de 2006 que dice que hay que actuar conforme a la auto percepción del interno, pero la ley trans nos impide realizarles informes psicológicos. ¿dónde ingresamos a esa persona, quien la cachea? es un tema muy complejo», argumenta. «actualmente, se está viendo cada caso de manera individual y atendiendo a criterios de dirección de cada prisión». instituciones penitenciarias no ha querido pronunciarse sobre el asunto porque afecta a «la protección de datos de un interno». fuente:']"
38,32,38_up_upeo_sitio_,"['up', 'upeo', 'sitio', '', '', '', '', '', '', '']","['up', 'up', 'up']"
39,31,39_pole_din_buena_cerrar,"['pole', 'din', 'buena', 'cerrar', 'caiga', 'haber sido', 'fuerza', 'cierre', 'nueva', 'delito']","['cerrado en la pole', 'daria un riñón y todo y la pole', 'cerrado en la pole. a otro hilo']"
40,31,40_ojos_buen_dos_hipócrita,"['ojos', 'buen', 'dos', 'hipócrita', 'panda', 'negrita', 'diez', 'joder', 'owned', 'amor']","['los ojos los delatan.', 'dos ojos por ronda', 'dos ojos por miravet']"
41,29,41_suecia_gustaría_tal_coche,"['suecia', 'gustaría', 'tal', 'coche', 'difícil', 'medios', 'conocemos', 'mezclar', 'años', 'chicas']","['lógica y coherencia. además, que suecia ya lo ha vivido antes que españa y tiene experiencia: ""suecia se arrepiente de su pasado como pionera.....""', 'edad? años en suecia?', 'hola xurs, últimamente veo muchos hilos de suecia y me gustaría ayudaros y aclararos algunas cosas. voy a intentar ser objetivo y hablar en base a mi experiencia y lo que la gente me contó. suecia siempre ha sido un país receptor de imigrantes. principalmente de finlandia, pero desde hace unos 30-40 años también refugiados de la antigua yugoslavia (por ejemplo los padres de ibrahimovic). al mismo tiempo también recibió muchos immigrantes de oriente medio, y en mi opinión por lo que vi mayoritariamente somalíes. me gustaría recalcar que la mayoría de immigrantes musulmanes que hay ahí son los típicos negros, no son ""moros"" tal como los conocemos aquí. hay guettos de immigrantes? sí. bueno, ya no son immigrantes, porque son nacidos en suecia, o sea que son suecos técnicamente. hacen sus fiestas, sus tradiciones y tal, de la misma manera que los suecos hacen lo mismo. pero también hay musulmanes que no se lo toman tan a pecho (p. ej. beben alcohol, no rezan cada día, etc.) también creo que las nuevas juventudes se suelen mezclar más con los autóctonos, y no hay demasiados problemas con esto. luego están los hombres suecos. son unos mindungis. no tienen cojones de nada: tímidos, no hablan, fríos y cerrados. cuesta mucho hacerte amigos suyos pero al final son buenas personas. las mujeres viven bien, hay una igualdad evidente pero en ningún momento conocí historias de feminazis ni nada por el estilo. las únicas parejas interraciales que vi eran de negros con gordas/gitanas. en general, los suecos son bastante racistas y no lo parece. por ejemplo es difícil que un negro con estudios encuentre trabajo, primero van los suecos de toda la vida. es mi opinión shurs']"
42,29,42_siria_vuelva_pagarle_sirio,"['siria', 'vuelva', 'pagarle', 'sirio', 'mandaba', 'mandaba vuelta', 'vuelta', 'vuelo', 'bote', 'allí']","['pues que se vuelva a siria que se vive mejor.', 'bueno, pues que vuelva a siria y le matriculen gratuitamente en un bombardeo.', 'que se vuelva para siria']"
43,29,43_marido_coche_gracioso_broma,"['marido', 'coche', 'gracioso', 'broma', 'risa', 'he', 'necesidad', 'jajajaja', 'manda', 'voy']","['si lo que le he hecho a thuma dree cuenta como merienda, sí. es broma, no te ralles.', 'madremia que risa iba con el coche to aburrido con los ojos clavados en el culo de alguna colegial cuando veo un globo en medio de la calle y voy y pum! pan! lo pillo aposta jajajaja y de una oyó al lado a una vieja ay hijo mio que susto! me esta doliendo el pecho y todo! de verdad hijo q necesidad q necesidad... me he puesto nervioso y he aparcado el coche lejos por si acaso, llevo sin salir de casa desde entonces pero ahora me hace gracia así contado pierde pero ha sido muy gracioso jajaj', 'el otro dia meto el coche en zona peatonal, debajo de mi casa, para subir la bombona de butano, voy a velocidad de peatón claro y sale una tia de repente de una tienda y se asusta al encontrarse el coche de golpe, yo por la ventanilla le digo que disculpa, se pone a gritarme con acento chapo guzman, le pido disculpas, sigue gritandome y me dice que por ahí no puedo ir en coche, le vuelvo a pedir disculpas en un tono muy moderado y le digo que soy residente y puedo entrar a descargar lo que sea, me insulta, me grita y me dice que por ahí no puedo ir.. al final le dije a gritos: mira pedazo de mierda voy por donde quiero porque estoy en mi pais, como vuelvas a gritarme te estampo la cabeza contra el suelo. la subnormal se aparta y se va diciendo que me mida con un hombre, que ella tiene su marido. yo le contesto que yo me mido con personas no con monos, y la tia me dice que ahora va a llamar a su marido. en eso sale un colega de mi padre de un bar cercano y dice: tu marido? tu marido es una maricona, largate de aquí ya lianta y no metas al calzonazos ese en problemas. al final acabé riendome.']"
44,28,44_puerta_cierre_salir_cerrando,"['puerta', 'cierre', 'salir', 'cerrando', 'sabe', 'vuelva', 'saben', 'fin', 'coja', 'mente']","['que cierre al salir', 'que cierre al salir.', 'que cierren la puerta al salir']"
